data,denominazione_regione,colore
2021-01-01,Provincia autonoma Trento,rosso
2021-01-02,Provincia autonoma Trento,rosso
2021-01-03,Provincia autonoma Trento,rosso
2021-01-04,Provincia autonoma Trento,arancione
2021-01-05,Provincia autonoma Trento,rosso
2021-01-06,Provincia autonoma Trento,rosso
2021-01-07,Provincia autonoma Trento,giallo
2021-01-08,Provincia autonoma Trento,giallo
2021-01-09,Provincia autonoma Trento,arancione
2021-01-10,Provincia autonoma Trento,arancione
2021-01-11,Provincia autonoma Trento,giallo
2021-01-12,Provincia autonoma Trento,giallo
2021-01-13,Provincia autonoma Trento,giallo
2021-01-14,Provincia autonoma Trento,giallo
2021-01-15,Provincia autonoma Trento,giallo
2021-01-16,Provincia autonoma Trento,giallo
2021-01-17,Provincia autonoma Trento,giallo
2021-01-18,Provincia autonoma Trento,giallo
2021-01-19,Provincia autonoma Trento,giallo
2021-01-20,Provincia autonoma Trento,giallo
2021-01-21,Provincia autonoma Trento,giallo
2021-01-22,Provincia autonoma Trento,giallo
2021-01-23,Provincia autonoma Trento,giallo
2021-01-24,Provincia autonoma Trento,giallo
2021-01-25,Provincia autonoma Trento,giallo
2021-01-26,Provincia autonoma Trento,giallo
2021-01-27,Provincia autonoma Trento,giallo
2021-01-28,Provincia autonoma Trento,giallo
2021-01-29,Provincia autonoma Trento,giallo
2021-01-30,Provincia autonoma Trento,giallo
2021-01-31,Provincia autonoma Trento,giallo
2021-02-01,Provincia autonoma Trento,giallo
2021-02-02,Provincia autonoma Trento,giallo
2021-02-03,Provincia autonoma Trento,giallo
2021-02-04,Provincia autonoma Trento,giallo
2021-02-05,Provincia autonoma Trento,giallo
2021-02-06,Provincia autonoma Trento,giallo
2021-02-07,Provincia autonoma Trento,giallo
2021-02-08,Provincia autonoma Trento,giallo
2020-11-06,Puglia,giallo
2020-11-07,Puglia,giallo
2020-11-08,Puglia,giallo
2020-11-09,Puglia,giallo
2020-11-10,Puglia,giallo
2020-11-11,Puglia,giallo
2020-11-12,Puglia,giallo
2020-11-13,Puglia,giallo
2020-11-14,Puglia,giallo
2020-11-15,Puglia,giallo
2020-11-16,Puglia,giallo
2020-11-17,Puglia,giallo
2020-11-18,Puglia,giallo
2020-11-19,Puglia,giallo
2020-11-20,Puglia,arancione
2020-11-21,Puglia,arancione
2020-11-22,Puglia,arancione
2020-11-23,Puglia,arancione
2020-11-24,Puglia,arancione
2020-11-25,Puglia,arancione
2020-11-26,Puglia,arancione
2020-11-27,Puglia,arancione
2020-11-28,Puglia,arancione
2020-11-29,Puglia,arancione
2020-11-30,Puglia,arancione
2020-12-01,Puglia,arancione
2020-12-02,Puglia,arancione
2020-12-03,Puglia,arancione
2020-12-04,Puglia,arancione
2020-12-05,Puglia,arancione
2020-12-06,Puglia,giallo
2020-12-07,Puglia,giallo
2020-12-08,Puglia,giallo
2020-12-09,Puglia,giallo
2020-12-10,Puglia,giallo
2020-12-11,Puglia,giallo
2020-12-12,Puglia,giallo
2020-12-13,Puglia,giallo
2020-12-14,Puglia,giallo
2020-12-15,Puglia,giallo
2020-12-16,Puglia,giallo
2020-12-17,Puglia,giallo
2020-12-18,Puglia,giallo
2020-12-19,Puglia,giallo
2020-12-20,Puglia,giallo
2020-12-21,Puglia,giallo
2020-12-22,Puglia,giallo
2020-12-23,Puglia,giallo
2020-12-24,Puglia,rosso
2020-12-25,Puglia,rosso
2020-12-26,Puglia,rosso
2020-12-27,Puglia,rosso
2020-12-28,Puglia,arancione
2020-12-29,Puglia,arancione
2020-12-30,Puglia,arancione
2020-12-31,Puglia,rosso
2021-01-01,Puglia,rosso
2021-01-02,Puglia,rosso
2021-01-03,Puglia,rosso
2021-01-04,Puglia,arancione
2021-01-05,Puglia,rosso
2021-01-06,Puglia,rosso
2021-01-07,Puglia,giallo
2021-01-08,Puglia,giallo
2021-01-09,Puglia,arancione
2021-01-10,Puglia,arancione
2021-01-11,Puglia,giallo
2021-01-12,Puglia,giallo
2021-01-13,Puglia,giallo
2021-01-14,Puglia,giallo
2021-01-15,Puglia,giallo
2021-01-16,Puglia,giallo
2021-01-17,Puglia,arancione
2021-01-18,Puglia,arancione
2021-01-19,Puglia,arancione
2021-01-20,Puglia,arancione
2021-01-21,Puglia,arancione
2021-01-22,Puglia,arancione
2021-01-23,Puglia,arancione
2021-01-24,Puglia,arancione
2021-01-25,Puglia,arancione
2021-01-26,Puglia,arancione
2021-01-27,Puglia,arancione
2021-01-28,Puglia,arancione
2021-01-29,Puglia,arancione
2021-01-30,Puglia,arancione
2021-01-31,Puglia,arancione
2021-02-01,Puglia,arancione
2021-02-02,Puglia,arancione
2021-02-03,Puglia,arancione
2021-02-04,Puglia,arancione
2021-02-05,Puglia,arancione
2021-02-06,Puglia,arancione
2021-02-07,Puglia,arancione
2021-02-08,Puglia,arancione
2020-11-06,Sardegna,giallo
2020-11-07,Sardegna,giallo
2020-11-08,Sardegna,giallo
2020-11-09,Sardegna,giallo
2020-11-10,Sardegna,giallo
2020-11-11,Sardegna,giallo
2020-11-12,Sardegna,giallo
2020-11-13,Sardegna,giallo
2020-11-14,Sardegna,giallo
2020-11-15,Sardegna,giallo
2020-11-16,Sardegna,giallo
2020-11-17,Sardegna,giallo
2020-11-18,Sardegna,giallo
2020-11-19,Sardegna,giallo
2020-11-20,Sardegna,giallo
2020-11-21,Sardegna,giallo
2020-11-22,Sardegna,giallo
2020-11-23,Sardegna,giallo
2020-11-24,Sardegna,giallo
2020-11-25,Sardegna,giallo
2020-11-26,Sardegna,giallo
2020-11-27,Sardegna,giallo
2020-11-28,Sardegna,giallo
2020-11-29,Sardegna,giallo
2020-11-30,Sardegna,giallo
2020-12-01,Sardegna,giallo
2020-12-02,Sardegna,giallo
2020-12-03,Sardegna,giallo
2020-12-04,Sardegna,giallo
2020-12-05,Sardegna,giallo
2020-12-06,Sardegna,giallo
2020-12-07,Sardegna,giallo
2020-12-08,Sardegna,giallo
2020-12-09,Sardegna,giallo
2020-12-10,Sardegna,giallo
2020-12-11,Sardegna,giallo
2020-12-12,Sardegna,giallo
2020-12-13,Sardegna,giallo
2020-12-14,Sardegna,giallo
2020-12-15,Sardegna,giallo
2020-12-16,Sardegna,giallo
2020-12-17,Sardegna,giallo
2020-12-18,Sardegna,giallo
2020-12-19,Sardegna,giallo
2020-12-20,Sardegna,giallo
2020-12-21,Sardegna,giallo
2020-12-22,Sardegna,giallo
2020-12-23,Sardegna,giallo
2020-12-24,Sardegna,rosso
2020-12-25,Sardegna,rosso
2020-12-26,Sardegna,rosso
2020-12-27,Sardegna,rosso
2020-12-28,Sardegna,arancione
2020-12-29,Sardegna,arancione
2020-12-30,Sardegna,arancione
2020-12-31,Sardegna,rosso
2021-01-01,Sardegna,rosso
2021-01-02,Sardegna,rosso
2021-01-03,Sardegna,rosso
2021-01-04,Sardegna,arancione
2021-01-05,Sardegna,rosso
2021-01-06,Sardegna,rosso
2021-01-07,Sardegna,giallo
2021-01-08,Sardegna,giallo
2021-01-09,Sardegna,arancione
2021-01-10,Sardegna,arancione
2021-01-11,Sardegna,giallo
2021-01-12,Sardegna,giallo
2021-01-13,Sardegna,giallo
2021-01-14,Sardegna,giallo
2021-01-15,Sardegna,giallo
2021-01-16,Sardegna,giallo
2021-01-17,Sardegna,giallo
2021-01-18,Sardegna,giallo
2021-01-19,Sardegna,giallo
2021-01-20,Sardegna,giallo
2021-01-21,Sardegna,giallo
2021-01-22,Sardegna,giallo
2021-01-23,Sardegna,giallo
2021-01-24,Sardegna,arancione
2021-01-25,Sardegna,arancione
2021-01-26,Sardegna,arancione
2021-01-27,Sardegna,arancione
2021-01-28,Sardegna,arancione
2021-01-29,Sardegna,arancione
2021-01-30,Sardegna,arancione
2021-01-31,Sardegna,arancione
2021-02-01,Sardegna,arancione
2021-02-02,Sardegna,arancione
2021-02-03,Sardegna,arancione
2021-02-04,Sardegna,arancione
2021-02-05,Sardegna,arancione
2021-02-06,Sardegna,arancione
2021-02-07,Sardegna,arancione
2021-02-08,Sardegna,arancione
2020-11-06,Sicilia,giallo
2020-11-07,Sicilia,giallo
2020-11-08,Sicilia,giallo
2020-11-09,Sicilia,giallo
2020-11-10,Sicilia,giallo
2020-11-11,Sicilia,giallo
2020-11-12,Sicilia,giallo
2020-11-13,Sicilia,giallo
2020-11-14,Sicilia,giallo
2020-11-15,Sicilia,giallo
2020-11-16,Sicilia,giallo
2020-11-17,Sicilia,giallo
2020-11-18,Sicilia,giallo
2020-11-19,Sicilia,giallo
2020-11-20,Sicilia,arancione
2020-11-21,Sicilia,arancione
2020-11-22,Sicilia,arancione
2020-11-23,Sicilia,arancione
2020-11-24,Sicilia,arancione
2020-11-25,Sicilia,arancione
2020-11-26,Sicilia,arancione
2020-11-27,Sicilia,arancione
2020-11-28,Sicilia,arancione
2020-11-29,Sicilia,giallo
2020-11-30,Sicilia,giallo
2020-12-01,Sicilia,giallo
2020-12-02,Sicilia,giallo
2020-12-03,Sicilia,giallo
2020-12-04,Sicilia,giallo
2020-12-05,Sicilia,giallo
2020-12-06,Sicilia,giallo
2020-12-07,Sicilia,giallo
2020-12-08,Sicilia,giallo
2020-12-09,Sicilia,giallo
2020-12-10,Sicilia,giallo
2020-12-11,Sicilia,giallo
2020-12-12,Sicilia,giallo
2020-12-13,Sicilia,giallo
2020-12-14,Sicilia,giallo
2020-12-15,Sicilia,giallo
2020-12-16,Sicilia,giallo
2020-12-17,Sicilia,giallo
2020-12-18,Sicilia,giallo
2020-12-19,Sicilia,giallo
2020-12-20,Sicilia,giallo
2020-12-21,Sicilia,giallo
2020-12-22,Sicilia,giallo
2020-12-23,Sicilia,giallo
2020-12-24,Sicilia,rosso
2020-12-25,Sicilia,rosso
2020-12-26,Sicilia,rosso
2020-12-27,Sicilia,rosso
2020-12-28,Sicilia,arancione
2020-12-29,Sicilia,arancione
2020-12-30,Sicilia,arancione
2020-12-31,Sicilia,rosso
2021-01-01,Sicilia,rosso
2021-01-02,Sicilia,rosso
2021-01-03,Sicilia,rosso
2021-01-04,Sicilia,arancione
2021-01-05,Sicilia,rosso
2021-01-06,Sicilia,rosso
2021-01-07,Sicilia,giallo
2021-01-08,Sicilia,giallo
2021-01-09,Sicilia,arancione
2021-01-10,Sicilia,arancione
2021-01-11,Sicilia,arancione
2021-01-12,Sicilia,arancione
2021-01-13,Sicilia,arancione
2021-01-14,Sicilia,arancione
2021-01-15,Sicilia,arancione
2021-01-16,Sicilia,arancione
2021-01-17,Sicilia,rosso
2021-01-18,Sicilia,rosso
2021-01-19,Sicilia,rosso
2021-01-20,Sicilia,rosso
2021-01-21,Sicilia,rosso
2021-01-22,Sicilia,rosso
2021-01-23,Sicilia,rosso
2021-01-24,Sicilia,rosso
2021-01-25,Sicilia,rosso
2021-01-26,Sicilia,rosso
2021-01-27,Sicilia,rosso
2021-01-28,Sicilia,rosso
2021-01-29,Sicilia,rosso
2021-01-30,Sicilia,rosso
2021-01-31,Sicilia,rosso
2021-02-01,Sicilia,arancione
2021-02-02,Sicilia,arancione
2021-02-03,Sicilia,arancione
2021-02-04,Sicilia,arancione
2021-02-05,Sicilia,arancione
2021-02-06,Sicilia,arancione
2021-02-07,Sicilia,arancione
2021-02-08,Sicilia,arancione
2020-11-06,Toscana,giallo
2020-11-07,Toscana,giallo
2020-11-08,Toscana,giallo
2020-11-09,Toscana,giallo
2020-11-10,Toscana,arancione
2020-11-11,Toscana,arancione
2020-11-12,Toscana,arancione
2020-11-13,Toscana,arancione
2020-11-14,Toscana,arancione
2020-11-15,Toscana,rosso
2020-11-16,Toscana,rosso
2020-11-17,Toscana,rosso
2020-11-18,Toscana,rosso
2020-11-19,Toscana,rosso
2020-11-20,Toscana,rosso
2020-11-21,Toscana,rosso
2020-11-22,Toscana,rosso
2020-11-23,Toscana,rosso
2020-11-24,Toscana,rosso
2020-11-25,Toscana,rosso
2020-11-26,Toscana,rosso
2020-11-27,Toscana,rosso
2020-11-28,Toscana,rosso
2020-11-29,Toscana,rosso
2020-11-30,Toscana,rosso
2020-12-01,Toscana,rosso
2020-12-02,Toscana,rosso
2020-12-03,Toscana,rosso
2020-12-04,Toscana,rosso
2020-12-05,Toscana,rosso
2020-12-06,Toscana,arancione
2020-12-07,Toscana,arancione
2020-12-08,Toscana,arancione
2020-12-09,Toscana,arancione
2020-12-10,Toscana,arancione
2020-12-11,Toscana,arancione
2020-12-12,Toscana,arancione
2020-12-13,Toscana,arancione
2020-12-14,Toscana,arancione
2020-12-15,Toscana,arancione
2020-12-16,Toscana,arancione
2020-12-17,Toscana,arancione
2020-12-18,Toscana,arancione
2020-12-19,Toscana,arancione
2020-12-20,Toscana,arancione
2020-12-21,Toscana,arancione
2020-12-22,Toscana,arancione
2020-12-23,Toscana,arancione
2020-12-24,Toscana,rosso
2020-12-25,Toscana,rosso
2020-12-26,Toscana,rosso
2020-12-27,Toscana,rosso
2020-12-28,Toscana,arancione
2020-12-29,Toscana,arancione
2020-12-30,Toscana,arancione
2020-12-31,Toscana,rosso
2021-01-01,Toscana,rosso
2021-01-02,Toscana,rosso
2021-01-03,Toscana,rosso
2021-01-04,Toscana,arancione
2021-01-05,Toscana,rosso
2021-01-06,Toscana,rosso
2021-01-07,Toscana,giallo
2021-01-08,Toscana,giallo
2021-01-09,Toscana,arancione
2021-01-10,Toscana,arancione
2021-01-11,Toscana,giallo
2021-01-12,Toscana,giallo
2021-01-13,Toscana,giallo
2021-01-14,Toscana,giallo
2021-01-15,Toscana,giallo
2021-01-16,Toscana,giallo
2021-01-17,Toscana,giallo
2021-01-18,Toscana,giallo
2021-01-19,Toscana,giallo
2021-01-20,Toscana,giallo
2021-01-21,Toscana,giallo
2021-01-22,Toscana,giallo
2021-01-23,Toscana,giallo
2021-01-24,Toscana,giallo
2021-01-25,Toscana,giallo
2021-01-26,Toscana,giallo
2021-01-27,Toscana,giallo
2021-01-28,Toscana,giallo
2021-01-29,Toscana,giallo
2021-01-30,Toscana,giallo
2021-01-31,Toscana,giallo
2021-02-01,Toscana,giallo
2021-02-02,Toscana,giallo
2021-02-03,Toscana,giallo
2021-02-04,Toscana,giallo
2021-02-05,Toscana,giallo
2021-02-06,Toscana,giallo
2021-02-07,Toscana,giallo
2021-02-08,Toscana,giallo
2020-11-06,Umbria,giallo
2020-11-07,Umbria,giallo
2020-11-08,Umbria,giallo
2020-11-09,Umbria,giallo
2020-11-10,Umbria,arancione
2020-11-11,Umbria,arancione
2020-11-12,Umbria,arancione
2020-11-13,Umbria,arancione
2020-11-14,Umbria,arancione
2020-11-15,Umbria,arancione
2020-11-16,Umbria,arancione
2020-11-17,Umbria,arancione
2020-11-18,Umbria,arancione
2020-11-19,Umbria,arancione
2020-11-20,Umbria,arancione
2020-11-21,Umbria,arancione
2020-11-22,Umbria,arancione
2020-11-23,Umbria,arancione
2020-11-24,Umbria,arancione
2020-11-25,Umbria,arancione
2020-11-26,Umbria,arancione
2020-11-27,Umbria,arancione
2020-11-28,Umbria,arancione
2020-11-29,Umbria,arancione
2020-11-30,Umbria,arancione
2020-12-01,Umbria,arancione
2020-12-02,Umbria,arancione
2020-12-03,Umbria,arancione
2020-12-04,Umbria,arancione
2020-12-05,Umbria,arancione
2020-12-06,Umbria,giallo
2020-12-07,Umbria,giallo
2020-12-08,Umbria,giallo
2020-12-09,Umbria,giallo
2020-12-10,Umbria,giallo
2020-12-11,Umbria,giallo
2020-12-12,Umbria,giallo
2020-12-13,Umbria,giallo
2020-12-14,Umbria,giallo
2020-12-15,Umbria,giallo
2020-12-16,Umbria,giallo
2020-12-17,Umbria,giallo
2020-12-18,Umbria,giallo
2020-12-19,Umbria,giallo
2020-12-20,Umbria,giallo
2020-12-21,Umbria,giallo
2020-12-22,Umbria,giallo
2020-12-23,Umbria,giallo
2020-12-24,Umbria,rosso
2020-12-25,Umbria,rosso
2020-12-26,Umbria,rosso
2020-12-27,Umbria,rosso
2020-12-28,Umbria,arancione
2020-12-29,Umbria,arancione
2020-12-30,Umbria,arancione
2020-12-31,Umbria,rosso
2021-01-01,Umbria,rosso
2021-01-02,Umbria,rosso
2021-01-03,Umbria,rosso
2021-01-04,Umbria,arancione
2021-01-05,Umbria,rosso
2021-01-06,Umbria,rosso
2021-01-07,Umbria,giallo
2021-01-08,Umbria,giallo
2021-01-09,Umbria,arancione
2021-01-10,Umbria,arancione
2021-01-11,Umbria,giallo
2021-01-12,Umbria,giallo
2021-01-13,Umbria,giallo
2021-01-14,Umbria,giallo
2021-01-15,Umbria,giallo
2021-01-16,Umbria,giallo
2021-01-17,Umbria,arancione
2021-01-18,Umbria,arancione
2021-01-19,Umbria,arancione
2021-01-20,Umbria,arancione
2021-01-21,Umbria,arancione
2021-01-22,Umbria,arancione
2021-01-23,Umbria,arancione
2021-01-24,Umbria,arancione
2021-01-25,Umbria,arancione
2021-01-26,Umbria,arancione
2021-01-27,Umbria,arancione
2021-01-28,Umbria,arancione
2021-01-29,Umbria,arancione
2021-01-30,Umbria,arancione
2021-01-31,Umbria,arancione
2021-02-01,Umbria,arancione
2021-02-02,Umbria,arancione
2021-02-03,Umbria,arancione
2021-02-04,Umbria,arancione
2021-02-05,Umbria,arancione
2021-02-06,Umbria,arancione
2021-02-07,Umbria,arancione
2021-02-08,Umbria,arancione
2020-11-06,Valle d'Aosta,giallo
2020-11-07,Valle d'Aosta,giallo
2020-11-08,Valle d'Aosta,giallo
2020-11-09,Valle d'Aosta,giallo
2020-11-10,Valle d'Aosta,giallo
2020-11-11,Valle d'Aosta,giallo
2020-11-12,Valle d'Aosta,giallo
2020-11-13,Valle d'Aosta,giallo
2020-11-14,Valle d'Aosta,giallo
2020-11-15,Valle d'Aosta,giallo
2020-11-16,Valle d'Aosta,giallo
2020-11-17,Valle d'Aosta,giallo
2020-11-18,Valle d'Aosta,giallo
2020-11-19,Valle d'Aosta,giallo
2020-11-20,Valle d'Aosta,rosso
2020-11-21,Valle d'Aosta,rosso
2020-11-22,Valle d'Aosta,rosso
2020-11-23,Valle d'Aosta,rosso
2020-11-24,Valle d'Aosta,rosso
2020-11-25,Valle d'Aosta,rosso
2020-11-26,Valle d'Aosta,rosso
2020-11-27,Valle d'Aosta,rosso
2020-11-28,Valle d'Aosta,rosso
2020-11-29,Valle d'Aosta,rosso
2020-11-30,Valle d'Aosta,rosso
2020-12-01,Valle d'Aosta,rosso
2020-12-02,Valle d'Aosta,rosso
2020-12-03,Valle d'Aosta,rosso
2020-12-04,Valle d'Aosta,rosso
2020-12-05,Valle d'Aosta,rosso
2020-12-06,Valle d'Aosta,arancione
2020-12-07,Valle d'Aosta,arancione
2020-12-08,Valle d'Aosta,arancione
2020-12-09,Valle d'Aosta,arancione
2020-12-10,Valle d'Aosta,arancione
2020-12-11,Valle d'Aosta,arancione
2020-12-12,Valle d'Aosta,arancione
2020-12-13,Valle d'Aosta,arancione
2020-12-14,Valle d'Aosta,arancione
2020-12-15,Valle d'Aosta,arancione
2020-12-16,Valle d'Aosta,arancione
2020-12-17,Valle d'Aosta,arancione
2020-12-18,Valle d'Aosta,arancione
2020-12-19,Valle d'Aosta,arancione
2020-12-20,Valle d'Aosta,arancione
2020-12-21,Valle d'Aosta,arancione
2020-12-22,Valle d'Aosta,arancione
2020-12-23,Valle d'Aosta,arancione
2020-12-24,Valle d'Aosta,rosso
2020-12-25,Valle d'Aosta,rosso
2020-12-26,Valle d'Aosta,rosso
2020-12-27,Valle d'Aosta,rosso
2020-12-28,Valle d'Aosta,arancione
2020-12-29,Valle d'Aosta,arancione
2020-12-30,Valle d'Aosta,arancione
2020-12-31,Valle d'Aosta,rosso
2021-01-01,Valle d'Aosta,rosso
2021-01-02,Valle d'Aosta,rosso
2021-01-03,Valle d'Aosta,rosso
2021-01-04,Valle d'Aosta,arancione
2021-01-05,Valle d'Aosta,rosso
2021-01-06,Valle d'Aosta,rosso
2021-01-07,Valle d'Aosta,giallo
2021-01-08,Valle d'Aosta,giallo
2021-01-09,Valle d'Aosta,arancione
2021-01-10,Valle d'Aosta,arancione
2021-01-11,Valle d'Aosta,giallo
2021-01-12,Valle d'Aosta,giallo
2021-01-13,Valle d'Aosta,giallo
2021-01-14,Valle d'Aosta,giallo
2021-01-15,Valle d'Aosta,giallo
2021-01-16,Valle d'Aosta,giallo
2021-01-17,Valle d'Aosta,arancione
2021-01-18,Valle d'Aosta,arancione
2021-01-19,Valle d'Aosta,arancione
2021-01-20,Valle d'Aosta,arancione
2021-01-21,Valle d'Aosta,arancione
2021-01-22,Valle d'Aosta,arancione
2021-01-23,Valle d'Aosta,arancione
2021-01-24,Valle d'Aosta,arancione
2021-01-25,Valle d'Aosta,arancione
2021-01-26,Valle d'Aosta,arancione
2021-01-27,Valle d'Aosta,arancione
2021-01-28,Valle d'Aosta,arancione
2021-01-29,Valle d'Aosta,arancione
2021-01-30,Valle d'Aosta,arancione
2021-01-31,Valle d'Aosta,arancione
2021-02-01,Valle d'Aosta,giallo
2021-02-02,Valle d'Aosta,giallo
2021-02-03,Valle d'Aosta,giallo
2021-02-04,Valle d'Aosta,giallo
2021-02-05,Valle d'Aosta,giallo
2021-02-06,Valle d'Aosta,giallo
2021-02-07,Valle d'Aosta,giallo
2021-02-08,Valle d'Aosta,giallo
2020-11-06,Veneto,giallo
2020-11-07,Veneto,giallo
2020-11-08,Veneto,giallo
2020-11-09,Veneto,giallo
2020-11-10,Veneto,giallo
2020-11-11,Veneto,giallo
2020-11-12,Veneto,giallo
2020-11-13,Veneto,giallo
2020-11-14,Veneto,giallo
2020-11-15,Veneto,giallo
2020-11-16,Veneto,giallo
2020-11-17,Veneto,giallo
2020-11-18,Veneto,giallo
2020-11-19,Veneto,giallo
2020-11-20,Veneto,giallo
2020-11-21,Veneto,giallo
2020-11-22,Veneto,giallo
2020-11-23,Veneto,giallo
2020-11-24,Veneto,giallo
2020-11-25,Veneto,giallo
2020-11-26,Veneto,giallo
2020-11-27,Veneto,giallo
2020-11-28,Veneto,giallo
2020-11-29,Veneto,giallo
2020-11-30,Veneto,giallo
2020-12-01,Veneto,giallo
2020-12-02,Veneto,giallo
2020-12-03,Veneto,giallo
2020-12-04,Veneto,giallo
2020-12-05,Veneto,giallo
2020-12-06,Veneto,giallo
2020-12-07,Veneto,giallo
2020-12-08,Veneto,giallo
2020-12-09,Veneto,giallo
2020-12-10,Veneto,giallo
2020-12-11,Veneto,giallo
2020-12-12,Veneto,giallo
2020-12-13,Veneto,giallo
2020-12-14,Veneto,giallo
2020-12-15,Veneto,giallo
2020-12-16,Veneto,giallo
2020-12-17,Veneto,giallo
2020-12-18,Veneto,giallo
2020-12-19,Veneto,giallo
2020-12-20,Veneto,giallo
2020-12-21,Veneto,giallo
2020-12-22,Veneto,giallo
2020-12-23,Veneto,giallo
2020-12-24,Veneto,rosso
2020-12-25,Veneto,rosso
2020-12-26,Veneto,rosso
2020-12-27,Veneto,rosso
2020-12-28,Veneto,arancione
2020-12-29,Veneto,arancione
2020-12-30,Veneto,arancione
2020-12-31,Veneto,rosso
2021-01-01,Veneto,rosso
2021-01-02,Veneto,rosso
2021-01-03,Veneto,rosso
2021-01-04,Veneto,arancione
2021-01-05,Veneto,rosso
2021-01-06,Veneto,rosso
2021-01-07,Veneto,giallo
2021-01-08,Veneto,giallo
2021-01-09,Veneto,arancione
2021-01-10,Veneto,arancione
2021-01-11,Veneto,arancione
2021-01-12,Veneto,arancione
2021-01-13,Veneto,arancione
2021-01-14,Veneto,arancione
2021-01-15,Veneto,arancione
2021-01-16,Veneto,arancione
2021-01-17,Veneto,arancione
2021-01-18,Veneto,arancione
2021-01-19,Veneto,arancione
2021-01-20,Veneto,arancione
2021-01-21,Veneto,arancione
2021-01-22,Veneto,arancione
2021-01-23,Veneto,arancione
2021-01-24,Veneto,arancione
2021-01-25,Veneto,arancione
2021-01-26,Veneto,arancione
2021-01-27,Veneto,arancione
2021-01-28,Veneto,arancione
2021-01-29,Veneto,arancione
2021-01-30,Veneto,arancione
2021-01-31,Veneto,arancione
2021-02-01,Veneto,giallo
2021-02-02,Veneto,giallo
2021-02-03,Veneto,giallo
2021-02-04,Veneto,giallo
2021-02-05,Veneto,giallo
2021-02-06,Veneto,giallo
2021-02-07,Veneto,giallo
2021-02-08,Veneto,giallo
